 ObserverTime   Thickness    Loading      Total     Observer
 0.10328E-01      0.0275     -0.3677     -0.3402        1
 0.10348E-01      0.0241     -0.3087     -0.2845        1
 0.10369E-01      0.0206     -0.2396     -0.2191        1
 0.10390E-01      0.0169     -0.1456     -0.1286        1
 0.10411E-01      0.0132     -0.0137     -0.0006        1
 0.10432E-01      0.0092      0.1272      0.1364        1
 0.10453E-01      0.0052      0.2633      0.2685        1
 0.10474E-01      0.0010      0.3985      0.3995        1
 0.10495E-01     -0.0034      0.5244      0.5210        1
 0.10516E-01     -0.0079      0.6233      0.6155        1
 0.10537E-01     -0.0124      0.6971      0.6847        1
 0.10557E-01     -0.0172      0.7413      0.7241        1
 0.10578E-01     -0.0222      0.7986      0.7765        1
 0.10599E-01     -0.0272      0.8531      0.8259        1
 0.10620E-01     -0.0323      0.9207      0.8884        1
 0.10641E-01     -0.0377      0.9678      0.9301        1
 0.10662E-01     -0.0432      1.0486      1.0054        1
 0.10683E-01     -0.0487      1.1400      1.0913        1
  0.0000         -0.1813     -7.5602     -7.7415        2
 0.20906E-04     -0.1910     -7.4877     -7.6786        2
 0.41812E-04     -0.2004     -6.8948     -7.0952        2
 0.62718E-04     -0.2101     -5.5470     -5.7571        2
 0.83624E-04     -0.2194     -3.6681     -3.8876        2
 0.10453E-03     -0.2288     -1.8600     -2.0888        2
 0.12544E-03     -0.2378     -0.3021     -0.5399        2
 0.14634E-03     -0.2465      0.7725      0.5259        2
 0.16725E-03     -0.2552      1.4977      1.2426        2
 0.18815E-03     -0.2633      1.9228      1.6595        2
 0.20906E-03     -0.2713      2.0320      1.7607        2
 0.22997E-03     -0.2786      1.9763      1.6977        2
 0.25087E-03     -0.2857      1.7769      1.4912        2
 0.27178E-03     -0.2921      1.6285      1.3364        2
 0.29268E-03     -0.2981      1.5318      1.2337        2
 0.31359E-03     -0.3034      1.4181      1.1147        2
 0.33450E-03     -0.3081      1.2977      0.9897        2
 0.35540E-03     -0.3122      1.2056      0.8934        2
 0.37631E-03     -0.3155      1.1312      0.8157        2
 0.39721E-03     -0.3183      1.0321      0.7138        2
 0.41812E-03     -0.3199      0.9290      0.6091        2
 0.43903E-03     -0.3213      0.8218      0.5005        2
 0.45993E-03     -0.3216      0.7136      0.3919        2
 0.48084E-03     -0.3210      0.6109      0.2898        2
 0.50174E-03     -0.3203      0.5310      0.2107        2
 0.52265E-03     -0.3180      0.4527      0.1347        2
 0.54356E-03     -0.3153      0.3604      0.0450        2
 0.56446E-03     -0.3122      0.2782     -0.0340        2
 0.58537E-03     -0.3076      0.1938     -0.1138        2
 0.60627E-03     -0.3032      0.1206     -0.1826        2
 0.62718E-03     -0.2974      0.0578     -0.2397        2
 0.64809E-03     -0.2913      0.0153     -0.2760        2
 0.66899E-03     -0.2849     -0.0141     -0.2990        2
 0.68990E-03     -0.2772     -0.0154     -0.2927        2
 0.71080E-03     -0.2701     -0.0022     -0.2723        2
 0.73171E-03     -0.2615     -0.0002     -0.2617        2
 0.75262E-03     -0.2531     -0.0074     -0.2606        2
 0.77352E-03     -0.2442     -0.0176     -0.2618        2
 0.79443E-03     -0.2349     -0.0171     -0.2519        2
 0.81533E-03     -0.2258     -0.0278     -0.2536        2
 0.83624E-03     -0.2158     -0.0462     -0.2620        2
 0.85715E-03     -0.2064     -0.0694     -0.2758        2
 0.87805E-03     -0.1961     -0.0930     -0.2892        2
 0.89896E-03     -0.1862     -0.1224     -0.3086        2
 0.91986E-03     -0.1764     -0.1524     -0.3287        2
 0.94077E-03     -0.1662     -0.1918     -0.3580        2
 0.96168E-03     -0.1565     -0.2276     -0.3842        2
 0.98258E-03     -0.1464     -0.2540     -0.4004        2
 0.10035E-02     -0.1367     -0.2712     -0.4078        2
 0.10244E-02     -0.1271     -0.2900     -0.4172        2
 0.10453E-02     -0.1175     -0.3183     -0.4358        2
 0.10662E-02     -0.1083     -0.3465     -0.4548        2
 0.10871E-02     -0.0990     -0.3633     -0.4624        2
 0.11080E-02     -0.0901     -0.3769     -0.4670        2
 0.11289E-02     -0.0816     -0.3930     -0.4745        2
 0.11498E-02     -0.0729     -0.4061     -0.4790        2
 0.11707E-02     -0.0647     -0.4149     -0.4796        2
 0.11916E-02     -0.0568     -0.4071     -0.4639        2
 0.12125E-02     -0.0489     -0.3902     -0.4391        2
 0.12335E-02     -0.0415     -0.3626     -0.4040        2
 0.12544E-02     -0.0342     -0.3376     -0.3718        2
 0.12753E-02     -0.0272     -0.3197     -0.3469        2
 0.12962E-02     -0.0205     -0.3114     -0.3319        2
 0.13171E-02     -0.0139     -0.3080     -0.3219        2
 0.13380E-02     -0.0077     -0.3097     -0.3173        2
 0.13589E-02     -0.0017     -0.3212     -0.3229        2
 0.13798E-02      0.0041     -0.3446     -0.3405        2
 0.14007E-02      0.0096     -0.3723     -0.3627        2
 0.14216E-02      0.0149     -0.4003     -0.3854        2
 0.14425E-02      0.0200     -0.4236     -0.4036        2
 0.14634E-02      0.0248     -0.4417     -0.4168        2
 0.14843E-02      0.0294     -0.4606     -0.4311        2
 0.15052E-02      0.0339     -0.4784     -0.4445        2
 0.15261E-02      0.0381     -0.4894     -0.4513        2
 0.15470E-02      0.0422     -0.4918     -0.4496        2
 0.15680E-02      0.0460     -0.4871     -0.4410        2
 0.15889E-02      0.0497     -0.4822     -0.4326        2
 0.16098E-02      0.0532     -0.4790     -0.4258        2
 0.16307E-02      0.0565     -0.4774     -0.4209        2
 0.16516E-02      0.0597     -0.4773     -0.4176        2
 0.16725E-02      0.0627     -0.4770     -0.4143        2
 0.16934E-02      0.0655     -0.4809     -0.4154        2
 0.17143E-02      0.0683     -0.4941     -0.4258        2
 0.17352E-02      0.0708     -0.5135     -0.4426        2
 0.17561E-02      0.0733     -0.5316     -0.4583        2
 0.17770E-02      0.0756     -0.5440     -0.4684        2
 0.17979E-02      0.0778     -0.5506     -0.4728        2
 0.18188E-02      0.0799     -0.5584     -0.4785        2
 0.18397E-02      0.0819     -0.5687     -0.4868        2
 0.18606E-02      0.0838     -0.5767     -0.4929        2
 0.18815E-02      0.0855     -0.5751     -0.4896        2
 0.19024E-02      0.0873     -0.5628     -0.4755        2
 0.19234E-02      0.0888     -0.5457     -0.4569        2
 0.19443E-02      0.0903     -0.5292     -0.4389        2
 0.19652E-02      0.0918     -0.5136     -0.4218        2
 0.19861E-02      0.0931     -0.4976     -0.4045        2
 0.20070E-02      0.0944     -0.4833     -0.3889        2
 0.20279E-02      0.0956     -0.4726     -0.3771        2
 0.20488E-02      0.0967     -0.4650     -0.3683        2
 0.20697E-02      0.0978     -0.4641     -0.3663        2
 0.20906E-02      0.0988     -0.4711     -0.3723        2
 0.21115E-02      0.0998     -0.4824     -0.3826        2
 0.21324E-02      0.1007     -0.4981     -0.3973        2
 0.21533E-02      0.1015     -0.5109     -0.4094        2
 0.21742E-02      0.1023     -0.5187     -0.4164        2
 0.21951E-02      0.1031     -0.5213     -0.4183        2
 0.22160E-02      0.1038     -0.5243     -0.4205        2
 0.22369E-02      0.1045     -0.5266     -0.4221        2
 0.22579E-02      0.1051     -0.5268     -0.4216        2
 0.22788E-02      0.1057     -0.5250     -0.4193        2
 0.22997E-02      0.1063     -0.5228     -0.4165        2
 0.23206E-02      0.1068     -0.5242     -0.4174        2
 0.23415E-02      0.1073     -0.5279     -0.4206        2
 0.23624E-02      0.1078     -0.5310     -0.4232        2
 0.23833E-02      0.1083     -0.5325     -0.4242        2
 0.24042E-02      0.1087     -0.5354     -0.4267        2
 0.24251E-02      0.1091     -0.5390     -0.4300        2
 0.24460E-02      0.1095     -0.5417     -0.4322        2
 0.24669E-02      0.1098     -0.5418     -0.4320        2
 0.24878E-02      0.1102     -0.5366     -0.4264        2
 0.25087E-02      0.1104     -0.5303     -0.4198        2
 0.25296E-02      0.1108     -0.5246     -0.4138        2
 0.25505E-02      0.1110     -0.5220     -0.4110        2
 0.25714E-02      0.1113     -0.5194     -0.4081        2
 0.25923E-02      0.1116     -0.5168     -0.4052        2
 0.26132E-02      0.1118     -0.5142     -0.4024        2
 0.26342E-02      0.1120     -0.5125     -0.4005        2
 0.26551E-02      0.1122     -0.5133     -0.4011        2
 0.26760E-02      0.1125     -0.5173     -0.4048        2
 0.26969E-02      0.1126     -0.5225     -0.4098        2
 0.27178E-02      0.1128     -0.5268     -0.4139        2
 0.27387E-02      0.1130     -0.5296     -0.4166        2
 0.27596E-02      0.1131     -0.5314     -0.4182        2
 0.27805E-02      0.1133     -0.5322     -0.4189        2
 0.28014E-02      0.1134     -0.5325     -0.4190        2
 0.28223E-02      0.1136     -0.5315     -0.4179        2
 0.28432E-02      0.1137     -0.5288     -0.4151        2
 0.28641E-02      0.1139     -0.5248     -0.4109        2
 0.28850E-02      0.1140     -0.5206     -0.4066        2
 0.29059E-02      0.1141     -0.5161     -0.4019        2
 0.29268E-02      0.1142     -0.5109     -0.3967        2
 0.29478E-02      0.1143     -0.5075     -0.3932        2
 0.29687E-02      0.1144     -0.5073     -0.3929        2
 0.29896E-02      0.1145     -0.5081     -0.3936        2
 0.30105E-02      0.1146     -0.5091     -0.3945        2
 0.30314E-02      0.1147     -0.5084     -0.3937        2
 0.30523E-02      0.1148     -0.5059     -0.3911        2
 0.30732E-02      0.1149     -0.5020     -0.3872        2
 0.30941E-02      0.1149     -0.4969     -0.3819        2
 0.31150E-02      0.1150     -0.4887     -0.3737        2
 0.31359E-02      0.1151     -0.4778     -0.3627        2
 0.31568E-02      0.1151     -0.4647     -0.3496        2
 0.31777E-02      0.1152     -0.4517     -0.3365        2
 0.31986E-02      0.1152     -0.4412     -0.3259        2
 0.32195E-02      0.1153     -0.4342     -0.3189        2
 0.32404E-02      0.1153     -0.4279     -0.3126        2
 0.32613E-02      0.1153     -0.4226     -0.3073        2
 0.32822E-02      0.1154     -0.4187     -0.3033        2
 0.33031E-02      0.1154     -0.4153     -0.2999        2
 0.33240E-02      0.1154     -0.4152     -0.2998        2
 0.33450E-02      0.1154     -0.4180     -0.3025        2
 0.33659E-02      0.1154     -0.4201     -0.3046        2
 0.33868E-02      0.1154     -0.4202     -0.3048        2
 0.34077E-02      0.1154     -0.4201     -0.3046        2
 0.34286E-02      0.1154     -0.4188     -0.3034        2
 0.34495E-02      0.1154     -0.4170     -0.3016        2
 0.34704E-02      0.1153     -0.4150     -0.2997        2
 0.34913E-02      0.1153     -0.4113     -0.2961        2
 0.35122E-02      0.1152     -0.4053     -0.2901        2
 0.35331E-02      0.1151     -0.3980     -0.2829        2
 0.35540E-02      0.1150     -0.3909     -0.2758        2
 0.35749E-02      0.1149     -0.3851     -0.2702        2
 0.35958E-02      0.1148     -0.3802     -0.2654        2
 0.36167E-02      0.1147     -0.3784     -0.2637        2
 0.36376E-02      0.1145     -0.3762     -0.2617        2
 0.36586E-02      0.1143     -0.3731     -0.2588        2
 0.36795E-02      0.1142     -0.3677     -0.2535        2
 0.37004E-02      0.1139     -0.3600     -0.2461        2
 0.37213E-02      0.1137     -0.3510     -0.2373        2
 0.37422E-02      0.1135     -0.3405     -0.2270        2
 0.37631E-02      0.1132     -0.3301     -0.2169        2
 0.37840E-02      0.1129     -0.3214     -0.2085        2
 0.38049E-02      0.1126     -0.3140     -0.2015        2
 0.38258E-02      0.1122     -0.3086     -0.1964        2
 0.38467E-02      0.1118     -0.3070     -0.1952        2
 0.38676E-02      0.1114     -0.3101     -0.1987        2
 0.38885E-02      0.1110     -0.3147     -0.2037        2
 0.39094E-02      0.1105     -0.3165     -0.2060        2
 0.39303E-02      0.1100     -0.3147     -0.2047        2
 0.39512E-02      0.1094     -0.3093     -0.1999        2
 0.39721E-02      0.1088     -0.3020     -0.1932        2
 0.39931E-02      0.1082     -0.2966     -0.1884        2
 0.40140E-02      0.1075     -0.2924     -0.1849        2
 0.40349E-02      0.1068     -0.2865     -0.1797        2
 0.40558E-02      0.1060     -0.2836     -0.1776        2
 0.40767E-02      0.1052     -0.2825     -0.1773        2
 0.40976E-02      0.1043     -0.2816     -0.1773        2
 0.41185E-02      0.1034     -0.2807     -0.1773        2
 0.41394E-02      0.1023     -0.2778     -0.1754        2
 0.41603E-02      0.1013     -0.2756     -0.1743        2
 0.41812E-02      0.1002     -0.2759     -0.1758        2
 0.42021E-02      0.0990     -0.2690     -0.1700        2
 0.42230E-02      0.0977     -0.2534     -0.1557        2
 0.42439E-02      0.0964     -0.2306     -0.1342        2
 0.42648E-02      0.0949     -0.2084     -0.1135        2
 0.42857E-02      0.0934     -0.1893     -0.0958        2
 0.43066E-02      0.0918     -0.1778     -0.0859        2
 0.43275E-02      0.0902     -0.1633     -0.0731        2
 0.43484E-02      0.0884     -0.1571     -0.0687        2
 0.43694E-02      0.0865     -0.1545     -0.0679        2
 0.43903E-02      0.0846     -0.1572     -0.0726        2
 0.44112E-02      0.0825     -0.1617     -0.0793        2
 0.44321E-02      0.0803     -0.1675     -0.0872        2
 0.44530E-02      0.0780     -0.1673     -0.0893        2
 0.44739E-02      0.0756     -0.1603     -0.0847        2
 0.44948E-02      0.0731     -0.1428     -0.0698        2
 0.45157E-02      0.0704     -0.1318     -0.0614        2
 0.45366E-02      0.0675     -0.1251     -0.0576        2
 0.45575E-02      0.0646     -0.1072     -0.0426        2
 0.45784E-02      0.0615     -0.0742     -0.0126        2
 0.45993E-02      0.0583     -0.0566      0.0017        2
 0.46202E-02      0.0549     -0.0535      0.0014        2
 0.46411E-02      0.0513     -0.0437      0.0076        2
 0.46620E-02      0.0476     -0.0019      0.0457        2
 0.46829E-02      0.0438      0.0623      0.1061        2
 0.47039E-02      0.0397      0.1309      0.1706        2
 0.47247E-02      0.0354      0.2027      0.2382        2
 0.47457E-02      0.0310      0.3062      0.3372        2
 0.47666E-02      0.0264      0.4255      0.4518        2
 0.47875E-02      0.0215      0.5423      0.5638        2
 0.48084E-02      0.0166      0.6608      0.6773        2
 0.48293E-02      0.0113      0.7867      0.7980        2
 0.48502E-02      0.0059      0.8978      0.9037        2
 0.48711E-02      0.0003      0.9929      0.9932        2
 0.48920E-02     -0.0056      1.0621      1.0565        2
 0.49129E-02     -0.0117      1.1284      1.1167        2
 0.49338E-02     -0.0180      1.2011      1.1831        2
 0.49547E-02     -0.0245      1.2757      1.2512        2
 0.49756E-02     -0.0313      1.3233      1.2920        2
 0.49965E-02     -0.0383      1.3556      1.3174        2
 0.50174E-02     -0.0454      1.4026      1.3572        2
 0.50383E-02     -0.0529      1.4164      1.3635        2
 0.50593E-02     -0.0606      1.3784      1.3178        2
 0.50802E-02     -0.0685      1.2885      1.2200        2
 0.51011E-02     -0.0765      1.1862      1.1097        2
 0.51220E-02     -0.0848      1.0116      0.9268        2
 0.51429E-02     -0.0934      0.7147      0.6214        2
 0.51638E-02     -0.1020      0.2594      0.1574        2
 0.51847E-02     -0.1109     -0.3116     -0.4225        2
 0.52056E-02     -0.1198     -0.9508     -1.0706        2
 0.52265E-02     -0.1291     -1.8154     -1.9445        2
 0.52474E-02     -0.1384     -3.0782     -3.2166        2
 0.52683E-02     -0.1478     -4.5795     -4.7272        2
 0.52892E-02     -0.1573     -5.9942     -6.1515        2
 0.53101E-02     -0.1668     -7.0314     -7.1982        2
 0.53310E-02     -0.1765     -7.4652     -7.6417        2
 0.53519E-02     -0.1862     -7.5691     -7.7553        2
 0.53728E-02     -0.1958     -7.2844     -7.4802        2
 0.53938E-02     -0.2054     -6.3072     -6.5126        2
 0.54146E-02     -0.2147     -4.6402     -4.8549        2
 0.54356E-02     -0.2241     -2.7284     -2.9525        2
 0.54565E-02     -0.2332     -1.0366     -1.2698        2
 0.54774E-02     -0.2423      0.3042      0.0619        2
 0.54983E-02     -0.2509      1.1644      0.9135        2
 0.55192E-02     -0.2593      1.7467      1.4874        2
 0.55401E-02     -0.2674      2.0109      1.7435        2
 0.55610E-02     -0.2750      2.0177      1.7428        2
 0.55819E-02     -0.2823      1.8900      1.6077        2
 0.56028E-02     -0.2889      1.6888      1.3999        2
 0.56237E-02     -0.2953      1.5802      1.2849        2
 0.56446E-02     -0.3007      1.4792      1.1785        2
 0.56655E-02     -0.3059      1.3536      1.0477        2
 0.56864E-02     -0.3102      1.2481      0.9379        2
 0.57073E-02     -0.3140      1.1724      0.8584        2
 0.57282E-02     -0.3169      1.0833      0.7664        2
 0.57492E-02     -0.3192      0.9779      0.6587        2
 0.57700E-02     -0.3209      0.8776      0.5567        2
 0.57910E-02     -0.3213      0.7678      0.4465        2
 0.58119E-02     -0.3216      0.6599      0.3382        2
 0.58328E-02     -0.3207      0.5690      0.2482        2
 0.58537E-02     -0.3190      0.4930      0.1740        2
 0.58746E-02     -0.3171      0.4068      0.0897        2
 0.58955E-02     -0.3136      0.3177      0.0040        2
 0.59164E-02     -0.3099      0.2372     -0.0727        2
 0.59373E-02     -0.3057      0.1559     -0.1497        2
 0.59582E-02     -0.3001      0.0866     -0.2135        2
 0.59791E-02     -0.2948      0.0360     -0.2588        2
 0.60000E-02     -0.2880     -0.0018     -0.2898        2
 0.60209E-02     -0.2812     -0.0185     -0.2997        2
 0.60418E-02     -0.2738     -0.0102     -0.2840        2
 0.60627E-02     -0.2656      0.0002     -0.2654        2
 0.60836E-02     -0.2576     -0.0012     -0.2589        2
 0.61045E-02     -0.2485     -0.0131     -0.2616        2
 0.61255E-02     -0.2398     -0.0191     -0.2590        2
 0.61464E-02     -0.2302     -0.0211     -0.2513        2
 0.61673E-02     -0.2207     -0.0352     -0.2559        2
 0.61882E-02     -0.2112     -0.0567     -0.2679        2
 0.62091E-02     -0.2011     -0.0816     -0.2827        2
 0.62300E-02     -0.1915     -0.1079     -0.2994        2
 0.62509E-02     -0.1812     -0.1364     -0.3175        2
 0.62718E-02     -0.1713     -0.1725     -0.3438        2
 0.62927E-02     -0.1613     -0.2102     -0.3715        2
 0.63136E-02     -0.1513     -0.2431     -0.3945        2
 0.63345E-02     -0.1418     -0.2614     -0.4032        2
 0.63554E-02     -0.1318     -0.2809     -0.4127        2
 0.63763E-02     -0.1223     -0.3013     -0.4236        2
 0.63972E-02     -0.1129     -0.3361     -0.4490        2
 0.64181E-02     -0.1036     -0.3551     -0.4587        2
 0.64391E-02     -0.0947     -0.3693     -0.4640        2
 0.64600E-02     -0.0857     -0.3844     -0.4702        2
 0.64809E-02     -0.0771     -0.3998     -0.4769        2
 0.65018E-02     -0.0689     -0.4119     -0.4809        2
 0.65227E-02     -0.0606     -0.4126     -0.4733        2
 0.65436E-02     -0.0528     -0.4007     -0.4535        2
 0.65645E-02     -0.0452     -0.3765     -0.4218        2
 0.65854E-02     -0.0378     -0.3498     -0.3876        2
 0.66063E-02     -0.0307     -0.3265     -0.3571        2
 0.66272E-02     -0.0238     -0.3155     -0.3393        2
 0.66481E-02     -0.0172     -0.3080     -0.3252        2
 0.66690E-02     -0.0108     -0.3089     -0.3197        2
 0.66899E-02     -0.0047     -0.3132     -0.3178        2
 0.67108E-02      0.0012     -0.3323     -0.3311        2
 0.67317E-02      0.0069     -0.3573     -0.3505        2
 0.67526E-02      0.0123     -0.3867     -0.3744        2
 0.67735E-02      0.0175     -0.4133     -0.3958        2
 0.67944E-02      0.0224     -0.4328     -0.4104        2
 0.68154E-02      0.0272     -0.4501     -0.4229        2
 0.68363E-02      0.0317     -0.4703     -0.4386        2
 0.68572E-02      0.0361     -0.4850     -0.4489        2
 0.68781E-02      0.0402     -0.4914     -0.4512        2
 0.68990E-02      0.0441     -0.4901     -0.4460        2
 0.69199E-02      0.0479     -0.4840     -0.4361        2
 0.69408E-02      0.0514     -0.4807     -0.4293        2
 0.69617E-02      0.0549     -0.4781     -0.4232        2
 0.69826E-02      0.0581     -0.4772     -0.4191        2
 0.70035E-02      0.0611     -0.4771     -0.4160        2
 0.70244E-02      0.0642     -0.4782     -0.4140        2
 0.70453E-02      0.0669     -0.4863     -0.4194        2
 0.70662E-02      0.0696     -0.5036     -0.4340        2
 0.70871E-02      0.0721     -0.5229     -0.4508        2
 0.71080E-02      0.0745     -0.5384     -0.4639        2
 0.71289E-02      0.0767     -0.5478     -0.4711        2
 0.71499E-02      0.0789     -0.5540     -0.4751        2
 0.71708E-02      0.0809     -0.5634     -0.4825        2
 0.71917E-02      0.0828     -0.5732     -0.4904        2
 0.72126E-02      0.0847     -0.5774     -0.4927        2
 0.72335E-02      0.0864     -0.5695     -0.4831        2
 0.72544E-02      0.0880     -0.5546     -0.4666        2
 0.72753E-02      0.0896     -0.5371     -0.4475        2
 0.72962E-02      0.0911     -0.5216     -0.4305        2
 0.73171E-02      0.0924     -0.5057     -0.4132        2
 0.73380E-02      0.0937     -0.4898     -0.3960        2
 0.73589E-02      0.0950     -0.4778     -0.3828        2
 0.73798E-02      0.0962     -0.4683     -0.3721        2
 0.74007E-02      0.0973     -0.4634     -0.3661        2
 0.74216E-02      0.0983     -0.4670     -0.3687        2
 0.74425E-02      0.0993     -0.4762     -0.3769        2
 0.74634E-02      0.1002     -0.4898     -0.3896        2
 0.74843E-02      0.1011     -0.5053     -0.4041        2
 0.75053E-02      0.1019     -0.5154     -0.4135        2
 0.75262E-02      0.1027     -0.5202     -0.4175        2
 0.75471E-02      0.1035     -0.5228     -0.4194        2
 0.75680E-02      0.1042     -0.5257     -0.4216        2
 0.75889E-02      0.1048     -0.5269     -0.4221        2
 0.76098E-02      0.1055     -0.5257     -0.4203        2
 0.76307E-02      0.1060     -0.5242     -0.4182        2
 0.76516E-02      0.1066     -0.5227     -0.4161        2
 0.76725E-02      0.1071     -0.5262     -0.4191        2
 0.76934E-02      0.1076     -0.5298     -0.4222        2
 0.77143E-02      0.1080     -0.5316     -0.4236        2
 0.77352E-02      0.1085     -0.5338     -0.4254        2
 0.77561E-02      0.1089     -0.5372     -0.4283        2
 0.77770E-02      0.1093     -0.5410     -0.4317        2
 0.77979E-02      0.1096     -0.5422     -0.4325        2
 0.78188E-02      0.1100     -0.5399     -0.4299        2
 0.78397E-02      0.1103     -0.5332     -0.4229        2
 0.78607E-02      0.1106     -0.5273     -0.4167        2
 0.78816E-02      0.1109     -0.5232     -0.4122        2
 0.79025E-02      0.1112     -0.5202     -0.4090        2
 0.79234E-02      0.1114     -0.5185     -0.4071        2
 0.79443E-02      0.1117     -0.5155     -0.4038        2
 0.79652E-02      0.1119     -0.5128     -0.4009        2
 0.79861E-02      0.1121     -0.5126     -0.4004        2
 0.80070E-02      0.1123     -0.5151     -0.4027        2
 0.80279E-02      0.1125     -0.5197     -0.4072        2
 0.80488E-02      0.1127     -0.5247     -0.4120        2
 0.80697E-02      0.1129     -0.5283     -0.4154        2
 0.80906E-02      0.1131     -0.5307     -0.4176        2
 0.81115E-02      0.1132     -0.5321     -0.4188        2
 0.81324E-02      0.1134     -0.5324     -0.4190        2
 0.81533E-02      0.1135     -0.5320     -0.4185        2
 0.81742E-02      0.1137     -0.5304     -0.4167        2
 0.81951E-02      0.1138     -0.5269     -0.4132        2
 0.82161E-02      0.1139     -0.5227     -0.4088        2
 0.82370E-02      0.1140     -0.5181     -0.4041        2
 0.82579E-02      0.1142     -0.5134     -0.3993        2
 0.82788E-02      0.1143     -0.5092     -0.3949        2
 0.82997E-02      0.1144     -0.5071     -0.3927        2
 0.83206E-02      0.1145     -0.5079     -0.3934        2
 0.83415E-02      0.1146     -0.5084     -0.3939        2
 0.83624E-02      0.1147     -0.5092     -0.3945        2
 0.83833E-02      0.1148     -0.5077     -0.3929        2
 0.84042E-02      0.1148     -0.5041     -0.3893        2
 0.84251E-02      0.1149     -0.4998     -0.3849        2
 0.84460E-02      0.1150     -0.4930     -0.3781        2
 0.84669E-02      0.1150     -0.4835     -0.3684        2
 0.84878E-02      0.1151     -0.4715     -0.3564        2
 0.85087E-02      0.1152     -0.4581     -0.3430        2
 0.85297E-02      0.1152     -0.4461     -0.3309        2
 0.85505E-02      0.1152     -0.4375     -0.3223        2
 0.85715E-02      0.1153     -0.4309     -0.3156        2
 0.85924E-02      0.1153     -0.4250     -0.3097        2
 0.86133E-02      0.1154     -0.4205     -0.3051        2
 0.86342E-02      0.1154     -0.4168     -0.3014        2
 0.86551E-02      0.1154     -0.4147     -0.2992        2
 0.86760E-02      0.1154     -0.4164     -0.3010        2
 0.86969E-02      0.1155     -0.4192     -0.3037        2
 0.87178E-02      0.1154     -0.4201     -0.3047        2
 0.87387E-02      0.1154     -0.4205     -0.3050        2
 0.87596E-02      0.1154     -0.4196     -0.3042        2
 0.87805E-02      0.1154     -0.4179     -0.3025        2
 0.88014E-02      0.1153     -0.4162     -0.3009        2
 0.88223E-02      0.1153     -0.4133     -0.2980        2
 0.88432E-02      0.1152     -0.4083     -0.2931        2
 0.88641E-02      0.1152     -0.4015     -0.2864        2
 0.88851E-02      0.1151     -0.3943     -0.2792        2
 0.89060E-02      0.1150     -0.3879     -0.2729        2
 0.89269E-02      0.1149     -0.3824     -0.2675        2
 0.89478E-02      0.1147     -0.3791     -0.2643        2
 0.89687E-02      0.1146     -0.3774     -0.2628        2
 0.89896E-02      0.1144     -0.3746     -0.2602        2
 0.90105E-02      0.1142     -0.3708     -0.2566        2
 0.90314E-02      0.1141     -0.3640     -0.2499        2
 0.90523E-02      0.1138     -0.3555     -0.2417        2
 0.90732E-02      0.1136     -0.3459     -0.2323        2
 0.90941E-02      0.1133     -0.3355     -0.2222        2
 0.91150E-02      0.1130     -0.3253     -0.2123        2
 0.91359E-02      0.1128     -0.3175     -0.2047        2
 0.91568E-02      0.1124     -0.3110     -0.1986        2
 0.91777E-02      0.1120     -0.3074     -0.1954        2
 0.91986E-02      0.1116     -0.3083     -0.1967        2
 0.92195E-02      0.1112     -0.3124     -0.2011        2
 0.92405E-02      0.1107     -0.3161     -0.2054        2
 0.92614E-02      0.1102     -0.3166     -0.2063        2
 0.92823E-02      0.1097     -0.3120     -0.2023        2
 0.93032E-02      0.1091     -0.3054     -0.1962        2
 0.93241E-02      0.1085     -0.2989     -0.1904        2
 0.93450E-02      0.1078     -0.2945     -0.1866        2
 0.93659E-02      0.1071     -0.2889     -0.1818        2
 0.93868E-02      0.1064     -0.2848     -0.1784        2
 0.94077E-02      0.1056     -0.2826     -0.1770        2
 0.94286E-02      0.1047     -0.2823     -0.1775        2
 0.94495E-02      0.1038     -0.2813     -0.1775        2
 0.94704E-02      0.1029     -0.2795     -0.1767        2
 0.94913E-02      0.1018     -0.2759     -0.1740        2
 0.95122E-02      0.1007     -0.2763     -0.1756        2
 0.95331E-02      0.0996     -0.2729     -0.1733        2
 0.95540E-02      0.0983     -0.2620     -0.1637        2
 0.95749E-02      0.0970     -0.2422     -0.1452        2
 0.95958E-02      0.0957     -0.2196     -0.1239        2
 0.96168E-02      0.0942     -0.1973     -0.1031        2
 0.96377E-02      0.0926     -0.1838     -0.0911        2
 0.96586E-02      0.0910     -0.1700     -0.0790        2
 0.96795E-02      0.0893     -0.1590     -0.0697        2
 0.97004E-02      0.0875     -0.1560     -0.0685        2
 0.97213E-02      0.0855     -0.1552     -0.0697        2
 0.97422E-02      0.0835     -0.1600     -0.0764        2
 0.97631E-02      0.0814     -0.1626     -0.0812        2
 0.97840E-02      0.0792     -0.1682     -0.0891        2
 0.98049E-02      0.0768     -0.1648     -0.0880        2
 0.98258E-02      0.0743     -0.1522     -0.0779        2
 0.98467E-02      0.0717     -0.1346     -0.0629        2
 0.98676E-02      0.0690     -0.1280     -0.0590        2
 0.98885E-02      0.0661     -0.1186     -0.0525        2
 0.99094E-02      0.0631     -0.0902     -0.0271        2
 0.99303E-02      0.0599     -0.0636     -0.0036        2
 0.99512E-02      0.0566     -0.0543      0.0023        2
 0.99722E-02      0.0531     -0.0512      0.0019        2
 0.99931E-02      0.0495     -0.0278      0.0217        2
 0.10014E-01      0.0457      0.0289      0.0746        2
 0.10035E-01      0.0417      0.0969      0.1386        2
