 ObserverTime   Thickness    Loading      Total     Observer
 0.10056E-01      0.0376      0.1657      0.2033        2
 0.10077E-01      0.0332      0.2507      0.2840        2
 0.10098E-01      0.0287      0.3656      0.3943        2
 0.10119E-01      0.0240      0.4854      0.5094        2
 0.10139E-01      0.0191      0.6008      0.6199        2
 0.10160E-01      0.0140      0.7236      0.7375        2
 0.10181E-01      0.0086      0.8434      0.8520        2
 0.10202E-01      0.0031      0.9486      0.9518        2
 0.10223E-01     -0.0027      1.0310      1.0284        2
 0.10244E-01     -0.0086      1.0922      1.0836        2
 0.10265E-01     -0.0148      1.1647      1.1500        2
 0.10286E-01     -0.0213      1.2392      1.2180        2
 0.10307E-01     -0.0279      1.3044      1.2765        2
 0.10328E-01     -0.0347      1.3348      1.3001        2
 0.10348E-01     -0.0418      1.3810      1.3392        2
 0.10369E-01     -0.0491      1.4164      1.3672        2
 0.10390E-01     -0.0567      1.4016      1.3449        2
 0.10411E-01     -0.0644      1.3362      1.2717        2
 0.10432E-01     -0.0724      1.2415      1.1691        2
 0.10453E-01     -0.0807      1.1160      1.0353        2
 0.10474E-01     -0.0890      0.8759      0.7869        2
 0.10495E-01     -0.0976      0.5124      0.4148        2
 0.10516E-01     -0.1064     -0.0162     -0.1225        2
 0.10537E-01     -0.1154     -0.6285     -0.7439        2
 0.10557E-01     -0.1245     -1.3301     -1.4546        2
 0.10578E-01     -0.1336     -2.3957     -2.5293        2
 0.10599E-01     -0.1431     -3.8274     -3.9705        2
 0.10620E-01     -0.1525     -5.2999     -5.4524        2
 0.10641E-01     -0.1621     -6.5924     -6.7545        2
 0.10662E-01     -0.1718     -7.3008     -7.4726        2
 0.10683E-01     -0.1813     -7.5602     -7.7415        2
  0.0000         -0.2707     -0.1185     -0.3892        3
 0.20906E-04     -0.2814      0.8706      0.5892        3
 0.41812E-04     -0.2915      1.5951      1.3036        3
 0.62718E-04     -0.3015      2.0303      1.7288        3
 0.83624E-04     -0.3109      2.3264      2.0155        3
 0.10453E-03     -0.3200      2.4139      2.0939        3
 0.12544E-03     -0.3283      2.2766      1.9483        3
 0.14634E-03     -0.3363      2.1416      1.8053        3
 0.16725E-03     -0.3433      2.0558      1.7125        3
 0.18815E-03     -0.3497      1.9335      1.5838        3
 0.20906E-03     -0.3554      1.7765      1.4211        3
 0.22997E-03     -0.3601      1.6483      1.2882        3
 0.25087E-03     -0.3641      1.5448      1.1808        3
 0.27178E-03     -0.3671      1.4364      1.0694        3
 0.29268E-03     -0.3693      1.3237      0.9543        3
 0.31359E-03     -0.3701      1.2097      0.8396        3
 0.33450E-03     -0.3707      1.0873      0.7166        3
 0.35540E-03     -0.3697      0.9565      0.5868        3
 0.37631E-03     -0.3678      0.8499      0.4821        3
 0.39721E-03     -0.3656      0.7458      0.3802        3
 0.41812E-03     -0.3614      0.6378      0.2764        3
 0.43903E-03     -0.3572      0.5418      0.1847        3
 0.45993E-03     -0.3517      0.4710      0.1193        3
 0.48084E-03     -0.3451      0.4248      0.0797        3
 0.50174E-03     -0.3388      0.3885      0.0497        3
 0.52265E-03     -0.3302      0.3558      0.0256        3
 0.54356E-03     -0.3223      0.3452      0.0229        3
 0.56446E-03     -0.3129      0.3464      0.0335        3
 0.58537E-03     -0.3031      0.3359      0.0328        3
 0.60627E-03     -0.2933      0.3144      0.0211        3
 0.62718E-03     -0.2822      0.2840      0.0018        3
 0.64809E-03     -0.2719      0.2569     -0.0150        3
 0.66899E-03     -0.2600      0.2313     -0.0287        3
 0.68990E-03     -0.2489      0.1970     -0.0518        3
 0.71080E-03     -0.2370      0.1604     -0.0766        3
 0.73171E-03     -0.2251      0.1235     -0.1016        3
 0.75262E-03     -0.2135      0.0909     -0.1226        3
 0.77352E-03     -0.2012      0.0620     -0.1392        3
 0.79443E-03     -0.1897      0.0238     -0.1660        3
 0.81533E-03     -0.1775     -0.0131     -0.1906        3
 0.83624E-03     -0.1659     -0.0405     -0.2064        3
 0.85715E-03     -0.1545     -0.0423     -0.1968        3
 0.87805E-03     -0.1429     -0.0464     -0.1893        3
 0.89896E-03     -0.1320     -0.0556     -0.1876        3
 0.91986E-03     -0.1208     -0.0819     -0.2027        3
 0.94077E-03     -0.1101     -0.0902     -0.2004        3
 0.96168E-03     -0.0999     -0.1005     -0.2004        3
 0.98258E-03     -0.0896     -0.1146     -0.2042        3
 0.10035E-02     -0.0799     -0.1311     -0.2110        3
 0.10244E-02     -0.0702     -0.1488     -0.2190        3
 0.10453E-02     -0.0609     -0.1505     -0.2114        3
 0.10662E-02     -0.0522     -0.1451     -0.1973        3
 0.10871E-02     -0.0434     -0.1307     -0.1741        3
 0.11080E-02     -0.0351     -0.1125     -0.1476        3
 0.11289E-02     -0.0273     -0.1032     -0.1305        3
 0.11498E-02     -0.0196     -0.1124     -0.1319        3
 0.11707E-02     -0.0122     -0.1277     -0.1399        3
 0.11916E-02     -0.0052     -0.1464     -0.1517        3
 0.12125E-02      0.0015     -0.1618     -0.1603        3
 0.12335E-02      0.0080     -0.1848     -0.1768        3
 0.12544E-02      0.0141     -0.2079     -0.1938        3
 0.12753E-02      0.0200     -0.2293     -0.2093        3
 0.12962E-02      0.0256     -0.2419     -0.2163        3
 0.13171E-02      0.0309     -0.2500     -0.2191        3
 0.13380E-02      0.0360     -0.2569     -0.2209        3
 0.13589E-02      0.0409     -0.2640     -0.2231        3
 0.13798E-02      0.0455     -0.2706     -0.2252        3
 0.14007E-02      0.0498     -0.2743     -0.2245        3
 0.14216E-02      0.0541     -0.2738     -0.2197        3
 0.14425E-02      0.0580     -0.2734     -0.2155        3
 0.14634E-02      0.0618     -0.2733     -0.2115        3
 0.14843E-02      0.0653     -0.2747     -0.2094        3
 0.15052E-02      0.0686     -0.2787     -0.2101        3
 0.15261E-02      0.0719     -0.2857     -0.2138        3
 0.15470E-02      0.0748     -0.2961     -0.2212        3
 0.15680E-02      0.0778     -0.3059     -0.2281        3
 0.15889E-02      0.0804     -0.3209     -0.2405        3
 0.16098E-02      0.0830     -0.3425     -0.2595        3
 0.16307E-02      0.0854     -0.3657     -0.2802        3
 0.16516E-02      0.0877     -0.3872     -0.2995        3
 0.16725E-02      0.0899     -0.4033     -0.3134        3
 0.16934E-02      0.0919     -0.4142     -0.3223        3
 0.17143E-02      0.0939     -0.4287     -0.3348        3
 0.17352E-02      0.0956     -0.4410     -0.3454        3
 0.17561E-02      0.0974     -0.4452     -0.3479        3
 0.17770E-02      0.0990     -0.4378     -0.3389        3
 0.17979E-02      0.1005     -0.4229     -0.3225        3
 0.18188E-02      0.1019     -0.4042     -0.3023        3
 0.18397E-02      0.1032     -0.3892     -0.2860        3
 0.18606E-02      0.1045     -0.3772     -0.2727        3
 0.18815E-02      0.1057     -0.3639     -0.2582        3
 0.19024E-02      0.1068     -0.3538     -0.2470        3
 0.19234E-02      0.1079     -0.3439     -0.2360        3
 0.19443E-02      0.1089     -0.3374     -0.2285        3
 0.19652E-02      0.1098     -0.3387     -0.2289        3
 0.19861E-02      0.1107     -0.3458     -0.2351        3
 0.20070E-02      0.1115     -0.3568     -0.2453        3
 0.20279E-02      0.1123     -0.3668     -0.2545        3
 0.20488E-02      0.1130     -0.3701     -0.2571        3
 0.20697E-02      0.1137     -0.3687     -0.2550        3
 0.20906E-02      0.1143     -0.3665     -0.2523        3
 0.21115E-02      0.1149     -0.3660     -0.2511        3
 0.21324E-02      0.1154     -0.3633     -0.2479        3
 0.21533E-02      0.1160     -0.3590     -0.2430        3
 0.21742E-02      0.1165     -0.3532     -0.2367        3
 0.21951E-02      0.1169     -0.3484     -0.2314        3
 0.22160E-02      0.1174     -0.3495     -0.2321        3
 0.22369E-02      0.1178     -0.3516     -0.2338        3
 0.22579E-02      0.1182     -0.3529     -0.2347        3
 0.22788E-02      0.1185     -0.3551     -0.2366        3
 0.22997E-02      0.1189     -0.3603     -0.2414        3
 0.23206E-02      0.1192     -0.3655     -0.2463        3
 0.23415E-02      0.1195     -0.3695     -0.2500        3
 0.23624E-02      0.1197     -0.3695     -0.2498        3
 0.23833E-02      0.1200     -0.3643     -0.2443        3
 0.24042E-02      0.1202     -0.3590     -0.2388        3
 0.24251E-02      0.1205     -0.3548     -0.2343        3
 0.24460E-02      0.1207     -0.3514     -0.2307        3
 0.24669E-02      0.1209     -0.3461     -0.2252        3
 0.24878E-02      0.1211     -0.3403     -0.2192        3
 0.25087E-02      0.1213     -0.3345     -0.2132        3
 0.25296E-02      0.1215     -0.3314     -0.2099        3
 0.25505E-02      0.1216     -0.3329     -0.2113        3
 0.25714E-02      0.1218     -0.3367     -0.2149        3
 0.25923E-02      0.1220     -0.3406     -0.2187        3
 0.26132E-02      0.1221     -0.3421     -0.2200        3
 0.26342E-02      0.1222     -0.3420     -0.2197        3
 0.26551E-02      0.1223     -0.3413     -0.2189        3
 0.26760E-02      0.1225     -0.3393     -0.2168        3
 0.26969E-02      0.1226     -0.3366     -0.2140        3
 0.27178E-02      0.1227     -0.3318     -0.2090        3
 0.27387E-02      0.1229     -0.3252     -0.2024        3
 0.27596E-02      0.1230     -0.3176     -0.1946        3
 0.27805E-02      0.1231     -0.3105     -0.1874        3
 0.28014E-02      0.1232     -0.3034     -0.1802        3
 0.28223E-02      0.1233     -0.2979     -0.1746        3
 0.28432E-02      0.1234     -0.2946     -0.1712        3
 0.28641E-02      0.1235     -0.2925     -0.1690        3
 0.28850E-02      0.1236     -0.2917     -0.1681        3
 0.29059E-02      0.1237     -0.2902     -0.1665        3
 0.29268E-02      0.1238     -0.2880     -0.1642        3
 0.29478E-02      0.1239     -0.2833     -0.1594        3
 0.29687E-02      0.1239     -0.2773     -0.1533        3
 0.29896E-02      0.1240     -0.2702     -0.1462        3
 0.30105E-02      0.1241     -0.2619     -0.1378        3
 0.30314E-02      0.1242     -0.2524     -0.1283        3
 0.30523E-02      0.1243     -0.2427     -0.1184        3
 0.30732E-02      0.1243     -0.2336     -0.1093        3
 0.30941E-02      0.1244     -0.2248     -0.1003        3
 0.31150E-02      0.1245     -0.2174     -0.0929        3
 0.31359E-02      0.1246     -0.2108     -0.0863        3
 0.31568E-02      0.1246     -0.2051     -0.0805        3
 0.31777E-02      0.1247     -0.1999     -0.0753        3
 0.31986E-02      0.1247     -0.1960     -0.0713        3
 0.32195E-02      0.1248     -0.1926     -0.0679        3
 0.32404E-02      0.1248     -0.1895     -0.0647        3
 0.32613E-02      0.1248     -0.1866     -0.0618        3
 0.32822E-02      0.1249     -0.1825     -0.0577        3
 0.33031E-02      0.1249     -0.1780     -0.0532        3
 0.33240E-02      0.1249     -0.1738     -0.0489        3
 0.33450E-02      0.1249     -0.1695     -0.0446        3
 0.33659E-02      0.1249     -0.1644     -0.0395        3
 0.33868E-02      0.1249     -0.1574     -0.0326        3
 0.34077E-02      0.1248     -0.1488     -0.0239        3
 0.34286E-02      0.1248     -0.1398     -0.0150        3
 0.34495E-02      0.1248     -0.1315     -0.0067        3
 0.34704E-02      0.1247     -0.1251     -0.0004        3
 0.34913E-02      0.1246     -0.1201      0.0046        3
 0.35122E-02      0.1245     -0.1146      0.0099        3
 0.35331E-02      0.1244     -0.1065      0.0179        3
 0.35540E-02      0.1243     -0.0960      0.0283        3
 0.35749E-02      0.1241     -0.0854      0.0388        3
 0.35958E-02      0.1240     -0.0757      0.0483        3
 0.36167E-02      0.1238     -0.0656      0.0582        3
 0.36376E-02      0.1236     -0.0539      0.0697        3
 0.36586E-02      0.1233     -0.0430      0.0803        3
 0.36795E-02      0.1231     -0.0337      0.0894        3
 0.37004E-02      0.1228     -0.0263      0.0965        3
 0.37213E-02      0.1225     -0.0224      0.1000        3
 0.37422E-02      0.1221     -0.0210      0.1011        3
 0.37631E-02      0.1218     -0.0193      0.1025        3
 0.37840E-02      0.1213     -0.0123      0.1091        3
 0.38049E-02      0.1209     -0.0008      0.1201        3
 0.38258E-02      0.1204      0.0156      0.1360        3
 0.38467E-02      0.1199      0.0310      0.1509        3
 0.38676E-02      0.1193      0.0431      0.1624        3
 0.38885E-02      0.1186      0.0545      0.1732        3
 0.39094E-02      0.1180      0.0658      0.1838        3
 0.39303E-02      0.1173      0.0738      0.1911        3
 0.39512E-02      0.1165      0.0794      0.1959        3
 0.39721E-02      0.1156      0.0834      0.1991        3
 0.39931E-02      0.1148      0.0852      0.2000        3
 0.40140E-02      0.1138      0.0886      0.2024        3
 0.40349E-02      0.1128      0.0936      0.2063        3
 0.40558E-02      0.1117      0.0975      0.2092        3
 0.40767E-02      0.1105      0.1058      0.2164        3
 0.40976E-02      0.1093      0.1213      0.2306        3
 0.41185E-02      0.1079      0.1428      0.2507        3
 0.41394E-02      0.1066      0.1667      0.2732        3
 0.41603E-02      0.1050      0.1899      0.2949        3
 0.41812E-02      0.1034      0.2044      0.3079        3
 0.42021E-02      0.1018      0.2171      0.3189        3
 0.42230E-02      0.1000      0.2206      0.3205        3
 0.42439E-02      0.0980      0.2217      0.3198        3
 0.42648E-02      0.0961      0.2265      0.3226        3
 0.42857E-02      0.0940      0.2325      0.3265        3
 0.43066E-02      0.0917      0.2419      0.3336        3
 0.43275E-02      0.0893      0.2586      0.3479        3
 0.43484E-02      0.0868      0.2846      0.3714        3
 0.43694E-02      0.0841      0.3219      0.4061        3
 0.43903E-02      0.0814      0.3487      0.4301        3
 0.44112E-02      0.0785      0.3624      0.4409        3
 0.44321E-02      0.0753      0.3772      0.4525        3
 0.44530E-02      0.0721      0.4113      0.4834        3
 0.44739E-02      0.0687      0.4357      0.5044        3
 0.44948E-02      0.0650      0.4407      0.5058        3
 0.45157E-02      0.0613      0.4479      0.5092        3
 0.45366E-02      0.0573      0.4802      0.5376        3
 0.45575E-02      0.0531      0.5441      0.5972        3
 0.45784E-02      0.0488      0.6142      0.6630        3
 0.45993E-02      0.0442      0.6813      0.7254        3
 0.46202E-02      0.0393      0.7526      0.7919        3
 0.46411E-02      0.0344      0.8425      0.8769        3
 0.46620E-02      0.0291      0.9284      0.9575        3
 0.46829E-02      0.0236      1.0188      1.0423        3
 0.47039E-02      0.0179      1.1167      1.1346        3
 0.47247E-02      0.0119      1.2133      1.2252        3
 0.47457E-02      0.0056      1.3026      1.3082        3
 0.47666E-02     -0.0008      1.3867      1.3859        3
 0.47875E-02     -0.0076      1.4602      1.4526        3
 0.48084E-02     -0.0146      1.5424      1.5278        3
 0.48293E-02     -0.0220      1.6210      1.5991        3
 0.48502E-02     -0.0295      1.6675      1.6380        3
 0.48711E-02     -0.0374      1.6741      1.6367        3
 0.48920E-02     -0.0455      1.6672      1.6216        3
 0.49129E-02     -0.0539      1.6376      1.5837        3
 0.49338E-02     -0.0627      1.5603      1.4976        3
 0.49547E-02     -0.0716      1.4219      1.3503        3
 0.49756E-02     -0.0809      1.2433      1.1623        3
 0.49965E-02     -0.0904      1.0344      0.9440        3
 0.50174E-02     -0.1001      0.7353      0.6351        3
 0.50383E-02     -0.1102      0.3000      0.1898        3
 0.50593E-02     -0.1205     -0.2830     -0.4034        3
 0.50802E-02     -0.1311     -0.9241     -1.0552        3
 0.51011E-02     -0.1416     -1.6647     -1.8064        3
 0.51220E-02     -0.1525     -2.6508     -2.8033        3
 0.51429E-02     -0.1636     -3.8513     -4.0149        3
 0.51638E-02     -0.1748     -5.0191     -5.1939        3
 0.51847E-02     -0.1862     -5.8383     -6.0245        3
 0.52056E-02     -0.1974     -6.1183     -6.3157        3
 0.52265E-02     -0.2090     -6.0094     -6.2184        3
 0.52474E-02     -0.2202     -5.6664     -5.8866        3
 0.52683E-02     -0.2317     -4.9850     -5.2168        3
 0.52892E-02     -0.2431     -3.7575     -4.0006        3
 0.53101E-02     -0.2543     -2.1796     -2.4339        3
 0.53310E-02     -0.2653     -0.7499     -1.0153        3
 0.53519E-02     -0.2759      0.4178      0.1418        3
 0.53728E-02     -0.2865      1.2652      0.9787        3
 0.53938E-02     -0.2965      1.8370      1.5405        3
 0.54146E-02     -0.3063      2.2041      1.8978        3
 0.54356E-02     -0.3155      2.3958      2.0803        3
 0.54565E-02     -0.3243      2.3734      2.0491        3
 0.54774E-02     -0.3323      2.1961      1.8638        3
 0.54983E-02     -0.3399      2.0958      1.7559        3
 0.55192E-02     -0.3467      2.0075      1.6608        3
 0.55401E-02     -0.3526      1.8504      1.4978        3
 0.55610E-02     -0.3579      1.7065      1.3486        3
 0.55819E-02     -0.3622      1.5981      1.2359        3
 0.56028E-02     -0.3657      1.4912      1.1254        3
 0.56237E-02     -0.3682      1.3798      1.0116        3
 0.56446E-02     -0.3701      1.2676      0.8975        3
 0.56655E-02     -0.3704      1.1489      0.7785        3
 0.56864E-02     -0.3704      1.0206      0.6503        3
 0.57073E-02     -0.3691      0.9009      0.5319        3
 0.57282E-02     -0.3665      0.7979      0.4314        3
 0.57492E-02     -0.3639      0.6919      0.3280        3
 0.57700E-02     -0.3593      0.5878      0.2284        3
 0.57910E-02     -0.3544      0.5004      0.1460        3
 0.58119E-02     -0.3489      0.4469      0.0980        3
 0.58328E-02     -0.3416      0.4051      0.0635        3
 0.58537E-02     -0.3350      0.3704      0.0355        3
 0.58746E-02     -0.3261      0.3476      0.0214        3
 0.58955E-02     -0.3176      0.3458      0.0282        3
 0.59164E-02     -0.3082      0.3458      0.0376        3
 0.59373E-02     -0.2980      0.3257      0.0277        3
 0.59582E-02     -0.2882      0.2989      0.0108        3
 0.59791E-02     -0.2767      0.2693     -0.0074        3
 0.60000E-02     -0.2662      0.2469     -0.0193        3
 0.60209E-02     -0.2543      0.2144     -0.0400        3
 0.60418E-02     -0.2429      0.1779     -0.0650        3
 0.60627E-02     -0.2312      0.1408     -0.0903        3
 0.60836E-02     -0.2191      0.1078     -0.1112        3
 0.61045E-02     -0.2076      0.0760     -0.1316        3
 0.61255E-02     -0.1953      0.0445     -0.1507        3
 0.61464E-02     -0.1837      0.0042     -0.1795        3
 0.61673E-02     -0.1718     -0.0304     -0.2022        3
 0.61882E-02     -0.1600     -0.0431     -0.2032        3
 0.62091E-02     -0.1488     -0.0449     -0.1937        3
 0.62300E-02     -0.1373     -0.0477     -0.1850        3
 0.62509E-02     -0.1264     -0.0709     -0.1973        3
 0.62718E-02     -0.1154     -0.0863     -0.2017        3
 0.62927E-02     -0.1048     -0.0952     -0.2000        3
 0.63136E-02     -0.0948     -0.1069     -0.2017        3
 0.63345E-02     -0.0846     -0.1233     -0.2078        3
 0.63554E-02     -0.0749     -0.1393     -0.2142        3
 0.63763E-02     -0.0656     -0.1523     -0.2179        3
 0.63972E-02     -0.0565     -0.1490     -0.2054        3
 0.64181E-02     -0.0478     -0.1391     -0.1869        3
 0.64391E-02     -0.0393     -0.1215     -0.1608        3
 0.64600E-02     -0.0312     -0.1061     -0.1373        3
 0.64809E-02     -0.0234     -0.1053     -0.1287        3
 0.65018E-02     -0.0158     -0.1194     -0.1353        3
 0.65227E-02     -0.0087     -0.1374     -0.1460        3
 0.65436E-02     -0.0019     -0.1532     -0.1551        3
 0.65645E-02      0.0048     -0.1723     -0.1675        3
 0.65854E-02      0.0111     -0.1961     -0.1850        3
 0.66063E-02      0.0171     -0.2194     -0.2023        3
 0.66272E-02      0.0228     -0.2367     -0.2139        3
 0.66481E-02      0.0283     -0.2459     -0.2175        3
 0.66690E-02      0.0335     -0.2532     -0.2197        3
 0.66899E-02      0.0385     -0.2609     -0.2223        3
 0.67108E-02      0.0432     -0.2674     -0.2242        3
 0.67317E-02      0.0477     -0.2728     -0.2252        3
 0.67526E-02      0.0520     -0.2743     -0.2223        3
 0.67735E-02      0.0560     -0.2735     -0.2175        3
 0.67944E-02      0.0599     -0.2733     -0.2134        3
 0.68154E-02      0.0636     -0.2741     -0.2105        3
 0.68363E-02      0.0670     -0.2759     -0.2089        3
 0.68572E-02      0.0703     -0.2823     -0.2119        3
 0.68781E-02      0.0734     -0.2905     -0.2171        3
 0.68990E-02      0.0763     -0.3011     -0.2247        3
 0.69199E-02      0.0791     -0.3121     -0.2330        3
 0.69408E-02      0.0817     -0.3309     -0.2491        3
 0.69617E-02      0.0843     -0.3539     -0.2696        3
 0.69826E-02      0.0866     -0.3767     -0.2901        3
 0.70035E-02      0.0888     -0.3968     -0.3080        3
 0.70244E-02      0.0909     -0.4082     -0.3173        3
 0.70453E-02      0.0929     -0.4213     -0.3284        3
 0.70662E-02      0.0947     -0.4353     -0.3406        3
 0.70871E-02      0.0965     -0.4445     -0.3480        3
 0.71080E-02      0.0982     -0.4430     -0.3448        3
 0.71289E-02      0.0997     -0.4309     -0.3312        3
 0.71499E-02      0.1012     -0.4139     -0.3126        3
 0.71708E-02      0.1026     -0.3958     -0.2932        3
 0.71917E-02      0.1039     -0.3835     -0.2796        3
 0.72126E-02      0.1051     -0.3704     -0.2653        3
 0.72335E-02      0.1063     -0.3586     -0.2523        3
 0.72544E-02      0.1074     -0.3488     -0.2414        3
 0.72753E-02      0.1084     -0.3399     -0.2315        3
 0.72962E-02      0.1093     -0.3371     -0.2278        3
 0.73171E-02      0.1103     -0.3417     -0.2314        3
 0.73380E-02      0.1111     -0.3512     -0.2401        3
 0.73589E-02      0.1119     -0.3623     -0.2504        3
 0.73798E-02      0.1126     -0.3693     -0.2567        3
 0.74007E-02      0.1133     -0.3700     -0.2567        3
 0.74216E-02      0.1140     -0.3672     -0.2532        3
 0.74425E-02      0.1146     -0.3662     -0.2516        3
 0.74634E-02      0.1152     -0.3648     -0.2496        3
 0.74843E-02      0.1158     -0.3616     -0.2458        3
 0.75053E-02      0.1162     -0.3560     -0.2398        3
 0.75262E-02      0.1167     -0.3505     -0.2338        3
 0.75471E-02      0.1171     -0.3482     -0.2310        3
 0.75680E-02      0.1176     -0.3508     -0.2332        3
 0.75889E-02      0.1180     -0.3521     -0.2342        3
 0.76098E-02      0.1183     -0.3534     -0.2351        3
 0.76307E-02      0.1187     -0.3576     -0.2390        3
 0.76516E-02      0.1190     -0.3627     -0.2437        3
 0.76725E-02      0.1193     -0.3681     -0.2488        3
 0.76934E-02      0.1196     -0.3703     -0.2507        3
 0.77143E-02      0.1199     -0.3672     -0.2473        3
 0.77352E-02      0.1201     -0.3616     -0.2415        3
 0.77561E-02      0.1204     -0.3565     -0.2361        3
 0.77770E-02      0.1206     -0.3534     -0.2328        3
 0.77979E-02      0.1208     -0.3487     -0.2279        3
 0.78188E-02      0.1210     -0.3434     -0.2225        3
 0.78397E-02      0.1212     -0.3373     -0.2161        3
 0.78607E-02      0.1214     -0.3326     -0.2112        3
 0.78816E-02      0.1215     -0.3316     -0.2100        3
 0.79025E-02      0.1217     -0.3345     -0.2128        3
 0.79234E-02      0.1219     -0.3388     -0.2169        3
 0.79443E-02      0.1220     -0.3418     -0.2198        3
 0.79652E-02      0.1222     -0.3424     -0.2202        3
 0.79861E-02      0.1223     -0.3415     -0.2192        3
 0.80070E-02      0.1224     -0.3405     -0.2180        3
 0.80279E-02      0.1225     -0.3381     -0.2155        3
 0.80488E-02      0.1227     -0.3347     -0.2120        3
 0.80697E-02      0.1228     -0.3287     -0.2059        3
 0.80906E-02      0.1229     -0.3217     -0.1988        3
 0.81115E-02      0.1230     -0.3139     -0.1908        3
 0.81324E-02      0.1231     -0.3069     -0.1838        3
 0.81533E-02      0.1232     -0.3005     -0.1773        3
 0.81742E-02      0.1233     -0.2958     -0.1725        3
 0.81951E-02      0.1234     -0.2935     -0.1700        3
 0.82161E-02      0.1235     -0.2919     -0.1684        3
 0.82370E-02      0.1236     -0.2912     -0.1676        3
 0.82579E-02      0.1237     -0.2893     -0.1656        3
 0.82788E-02      0.1238     -0.2858     -0.1620        3
 0.82997E-02      0.1239     -0.2805     -0.1566        3
 0.83206E-02      0.1240     -0.2736     -0.1496        3
 0.83415E-02      0.1241     -0.2665     -0.1424        3
 0.83624E-02      0.1241     -0.2570     -0.1329        3
 0.83833E-02      0.1242     -0.2472     -0.1229        3
 0.84042E-02      0.1243     -0.2382     -0.1139        3
 0.84251E-02      0.1244     -0.2287     -0.1043        3
 0.84460E-02      0.1244     -0.2212     -0.0968        3
 0.84669E-02      0.1245     -0.2140     -0.0895        3
 0.84878E-02      0.1246     -0.2078     -0.0833        3
 0.85087E-02      0.1247     -0.2026     -0.0779        3
 0.85297E-02      0.1247     -0.1977     -0.0731        3
 0.85505E-02      0.1247     -0.1943     -0.0696        3
 0.85715E-02      0.1247     -0.1912     -0.0665        3
 0.85924E-02      0.1248     -0.1881     -0.0633        3
 0.86133E-02      0.1248     -0.1849     -0.0601        3
 0.86342E-02      0.1249     -0.1802     -0.0553        3
 0.86551E-02      0.1249     -0.1758     -0.0509        3
 0.86760E-02      0.1249     -0.1718     -0.0469        3
 0.86969E-02      0.1249     -0.1671     -0.0422        3
 0.87178E-02      0.1249     -0.1610     -0.0361        3
 0.87387E-02      0.1248     -0.1534     -0.0286        3
 0.87596E-02      0.1249     -0.1441     -0.0193        3
 0.87805E-02      0.1248     -0.1356     -0.0108        3
 0.88014E-02      0.1247     -0.1278     -0.0030        3
 0.88223E-02      0.1247     -0.1225      0.0022        3
 0.88432E-02      0.1246     -0.1177      0.0069        3
 0.88641E-02      0.1245     -0.1109      0.0136        3
 0.88851E-02      0.1244     -0.1013      0.0231        3
 0.89060E-02      0.1242     -0.0908      0.0335        3
 0.89269E-02      0.1241     -0.0804      0.0437        3
 0.89478E-02      0.1239     -0.0708      0.0531        3
 0.89687E-02      0.1237     -0.0597      0.0640        3
 0.89896E-02      0.1235     -0.0484      0.0751        3
 0.90105E-02      0.1232     -0.0383      0.0849        3
 0.90314E-02      0.1230     -0.0293      0.0937        3
 0.90523E-02      0.1227     -0.0237      0.0989        3
 0.90732E-02      0.1223     -0.0216      0.1007        3
 0.90941E-02      0.1220     -0.0200      0.1019        3
 0.91150E-02      0.1216     -0.0161      0.1055        3
 0.91359E-02      0.1211     -0.0072      0.1139        3
 0.91568E-02      0.1207      0.0071      0.1278        3
 0.91777E-02      0.1201      0.0240      0.1441        3
 0.91986E-02      0.1196      0.0372      0.1568        3
 0.92195E-02      0.1190      0.0488      0.1677        3
 0.92405E-02      0.1183      0.0597      0.1780        3
 0.92614E-02      0.1176      0.0701      0.1877        3
 0.92823E-02      0.1169      0.0770      0.1939        3
 0.93032E-02      0.1161      0.0814      0.1975        3
 0.93241E-02      0.1152      0.0843      0.1995        3
 0.93450E-02      0.1143      0.0864      0.2007        3
 0.93659E-02      0.1133      0.0914      0.2047        3
 0.93868E-02      0.1122      0.0955      0.2077        3
 0.94077E-02      0.1111      0.1005      0.2116        3
 0.94286E-02      0.1099      0.1126      0.2225        3
 0.94495E-02      0.1086      0.1315      0.2401        3
 0.94704E-02      0.1073      0.1543      0.2615        3
 0.94913E-02      0.1058      0.1789      0.2847        3
 0.95122E-02      0.1043      0.1975      0.3017        3
 0.95331E-02      0.1026      0.2114      0.3140        3
 0.95540E-02      0.1009      0.2194      0.3203        3
 0.95749E-02      0.0990      0.2215      0.3206        3
 0.95958E-02      0.0971      0.2228      0.3199        3
 0.96168E-02      0.0950      0.2299      0.3249        3
 0.96377E-02      0.0928      0.2355      0.3283        3
 0.96586E-02      0.0905      0.2496      0.3402        3
 0.96795E-02      0.0881      0.2693      0.3574        3
 0.97004E-02      0.0855      0.3023      0.3878        3
 0.97213E-02      0.0828      0.3383      0.4211        3
 0.97422E-02      0.0800      0.3566      0.4366        3
 0.97631E-02      0.0769      0.3677      0.4446        3
 0.97840E-02      0.0737      0.3922      0.4659        3
 0.98049E-02      0.0704      0.4270      0.4974        3
 0.98258E-02      0.0669      0.4407      0.5075        3
 0.98467E-02      0.0632      0.4424      0.5056        3
 0.98676E-02      0.0593      0.4606      0.5199        3
 0.98885E-02      0.0552      0.5087      0.5640        3
 0.99094E-02      0.0510      0.5797      0.6306        3
 0.99303E-02      0.0465      0.6475      0.6940        3
